<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
210415;000000;230.1;236.39;228.23;234.63;62531120
210416;000000;235.49;237.45;232.7;235.1;46181390
210419;000000;234.74;234.9;230.28;231.17;39712830
210420;000000;231.58;233.17;229;230;43916060
210421;000000;229.93;231.8;228.37;230.84;35493950
210422;000000;230.68;232.15;227.14;230.93;60338620
210423;000000;231.3;233.3;230;232.62;35447230
210426;000000;233.02;234.91;232.16;233.23;28695180
210427;000000;233.5;235.14;231.21;232;29275690
210428;000000;232.55;233.24;230.2;232.96;37443310
210429;000000;234.08;236.18;229;230.51;55599370
210430;000000;230.11;231.6;228.86;231.38;32069550
210504;000000;232.2;234.3;230.96;233.8;37916850
210505;000000;234.21;237.77;233.69;237.5;38141220
210506;000000;237.9;243.32;237.75;243;50375470
210507;000000;243.49;243.99;240.78;241.7;37128000
210510;000000;242.35;244.3;240.52;241.41;32389560
210511;000000;240.2;243.17;239.05;242.5;35809800
210512;000000;242.11;244.42;241.56;241.79;33270270
210513;000000;242.25;247.29;242.05;247.16;64157170
210514;000000;248;250.4;247.53;249.55;50267520
210517;000000;250;255.25;249.45;255.15;41074310
210518;000000;256.11;268.38;254.54;266.22;86151870
210519;000000;263.9;264.5;256;260.9;93197170
210520;000000;260.8;262.78;256.9;259.16;46502970
210521;000000;260.04;260.7;257.12;258;29037660
210524;000000;258.69;261.47;257.12;261.24;24616020
210525;000000;262.33;262.72;258.31;259.79;30568090
210526;000000;260.52;263.33;260.01;263.09;34571110
210527;000000;261.98;263.75;261.22;262.96;57534350
210528;000000;263.79;265.93;261.35;262;35266300
210531;000000;261;261.6;259.3;261.03;21367010
210601;000000;261.97;264.76;261.58;263.86;32746740
210602;000000;264.05;271.36;263.55;271.15;53327960
210603;000000;272.33;274.3;268.2;272.1;52795050
210604;000000;271.92;276.22;269.58;274.3;54381240
210607;000000;274.05;276.7;273.85;275.67;34226150
210608;000000;275.5;277.58;272.91;275.36;53072570
210609;000000;275.93;276.39;273.76;275.65;28255880
210610;000000;275.4;277.77;274.32;276.1;37243570
210611;000000;276.58;278;274.85;277.05;26611040
210614;000000;277.62;280.45;277.22;279.5;28175830
210615;000000;279.92;280.14;272.63;272.72;52220420
210616;000000;272.99;275.23;270.12;271.8;67245290
210617;000000;270.9;273.89;269.1;272.5;43611060
210618;000000;271.61;273.18;268.65;270.06;52681210
210621;000000;269.77;272.86;268.09;272.62;27431480
210622;000000;273.52;277;272.89;277;36914430
210623;000000;277.89;279.56;276.67;277.35;33546790
210624;000000;278.2;279.47;275.5;277.47;42556030
210625;000000;277.8;277.92;276.12;277.19;29702030
210628;000000;277.23;279.61;276.43;276.99;28083560
210629;000000;276.12;277.5;273.17;276.8;37588780
210630;000000;277.28;281.82;276.5;281.8;60312970
210701;000000;281.88;286.25;281.88;285.74;50045350
210702;000000;285.7;286.19;282.8;285.65;29285170
210705;000000;286;291.49;285.78;291.1;34201020
210706;000000;292;295.97;291.34;293.45;80345400
210707;000000;293.85;297.48;293.47;297.39;67043710
210708;000000;296.45;297;290.33;292.86;52704630
210709;000000;293.51;295.58;292;295.22;40962550
210712;000000;295.53;298.48;294.9;297.39;43336120
210713;000000;297.77;297.77;293;293.83;49180620
210714;000000;282.88;286.93;282.88;284.6;52516030
210715;000000;284.58;285.11;278.96;280.01;41716630
210716;000000;279.38;282;278;279.65;27958640
210719;000000;277.26;279.51;273.15;275.51;42536580
210720;000000;276.79;278.68;273.1;277.3;31024530
210721;000000;277.54;285.01;276;282.9;41055170
210722;000000;283.5;285.09;281.21;283.28;40212130
210723;000000;283.08;285;279.05;279.51;38260370
210726;000000;277.37;281.37;276.7;281.05;27353690
210727;000000;280.19;280.83;276.84;278.08;28452110
210728;000000;278.05;282.98;277.7;282.2;32789740
210729;000000;283.97;287.75;283.58;287;41127080
210730;000000;285.37;287.58;283.28;287.35;46696620
210802;000000;287.88;289.48;285.21;286.75;38297270
210803;000000;286.77;288.05;284.34;287.09;27065240
210804;000000;287.89;288.8;286;287.94;23599750
210805;000000;287.31;288.28;285.16;285.95;47254880
210806;000000;285.26;285.72;277.87;282.27;90600850
210809;000000;282.23;287.9;280.8;286.68;68779100
210810;000000;288;288.8;285.7;288.61;28839550
210811;000000;288.92;291.49;287.12;290.35;37928360
210812;000000;290.25;293.81;290.25;293.23;37564370
210813;000000;292.65;293.9;291.75;292.7;21802270
210816;000000;291.47;295.48;290.95;295.1;32273890
210817;000000;295.13;299.5;290.32;298.32;50482060
210818;000000;299;299.95;295;295.05;35531240
210819;000000;293.49;294.72;289.68;293.68;55911470
210820;000000;293.79;294.9;289.5;292.57;38594640
210823;000000;294.7;297.94;294.1;297.69;38038340
210824;000000;299;301;295.95;298.7;48940480
210825;000000;298.71;299.2;294.37;296.7;30906470
210826;000000;295.92;295.97;293.04;294.34;24990510
210827;000000;295.81;300;294.81;299.66;34063060
210830;000000;301.66;305.5;299.97;305.17;69849150
210831;000000;305.83;307.67;304.1;305.65;64318080
210901;000000;306.6;313.95;306.19;312.89;79410570
210902;000000;313.59;314.8;310.3;312.3;53349820
210903;000000;312.7;317.96;311.16;317.94;63637790
210906;000000;319;329.35;318.6;328.93;80141350
210907;000000;329.95;333;325.5;327.73;71864800
210908;000000;328.49;328.5;322.22;327.6;58765620
210909;000000;326;328.14;323.5;324.57;40361580
210910;000000;326.55;330;325.5;326.43;41425440
210913;000000;327.52;333;327.3;332.75;55356420
210914;000000;333.13;339.92;332.36;338.98;97138220
210915;000000;339.39;344.2;337.72;343.34;108811990
210916;000000;342;342.99;337.03;338.5;94713520
210917;000000;338.83;339.29;333.3;334.5;61454980
210920;000000;329.97;332;321.26;325.7;72882270
210921;000000;328.7;336.78;328.44;335.3;77355030
210922;000000;338.4;341.49;337.4;340.59;60974110
210923;000000;342;345.2;339.43;343.47;63445330
210924;000000;343.67;344.9;340;344.29;40071320
210927;000000;347.52;355.19;347;355.19;80950780
210928;000000;359;361.8;353.68;354.07;93838880
210929;000000;354.05;360.94;352.3;360.88;60144670
210930;000000;363.26;364.53;359.53;360.8;69876200
211001;000000;358.45;363.78;356;363.25;47529090
211004;000000;364.67;378.33;364.3;376.06;102227330
211005;000000;378.06;389.82;378.03;389.82;134521820
211006;000000;394.98;397.64;370.25;381.3;216137070
211007;000000;382.18;384.3;361.61;370.7;160398770
211008;000000;371.5;373;364.77;366.17;70161810
211011;000000;369;372.61;363.7;369.81;77995010
211012;000000;367.26;368.85;362.25;364.1;56619460
211013;000000;365.24;365.44;352.71;362.77;102086460
211014;000000;366.4;369.7;364.35;367;59659170
211015;000000;368.31;369.35;366.61;367.76;35816900
211018;000000;365.01;366.45;360.15;363.5;42945850
211019;000000;364.98;368.83;362.24;368.83;51429080
211020;000000;367.9;370.75;365.5;369.97;39435100
211021;000000;368;370.19;360.88;363.37;46351220
211022;000000;361.38;364.19;357.48;358.12;48056440
211025;000000;359.99;365.84;356.69;364.84;57268410
211026;000000;365.04;369.33;362.54;364.82;51713180
211027;000000;363.27;365.49;361.18;362.17;30579360
211028;000000;360.96;362.02;351.62;353.21;86476220
211029;000000;351.1;352.6;345.4;350.18;74862900
211101;000000;350.3;359.3;350.3;359.1;46460760
211102;000000;359.16;360;351.24;352.48;42925940
211103;000000;350.55;353.86;346.62;353.02;37782790
211105;000000;352;354.8;349.23;350.6;25553970
211108;000000;353;356.34;348.34;351.47;39731410
211109;000000;351.06;353.61;346.99;349.46;31015520
211110;000000;349.87;351.25;344.2;345.8;35456770
211111;000000;346.94;348.43;343.8;347.44;40212180
211112;000000;346.84;347.15;331;333.6;127163510
211115;000000;333.81;341.81;333.67;340.3;64140420
211116;000000;341.48;342.85;331.61;336.79;64616650
211117;000000;336;351.82;334.83;349.98;79007960
211118;000000;350.05;359.32;342.28;345.56;101979450
211119;000000;348.27;350.73;334.2;337.62;95994240
211122;000000;334.99;335.68;316.66;319.2;151300550
211123;000000;316.45;341.77;310.62;341.77;150432770
211124;000000;343.87;348;332.75;338.3;93592790
211125;000000;340;343;335.7;337.55;48702100
211126;000000;325;332;320.1;326;103502140
211129;000000;335;345.33;331.96;339.2;99152930
211130;000000;332.48;342.55;331.5;334.24;130276980
211201;000000;338.57;350.37;337.61;345.21;92906220
211202;000000;347.3;352.67;344.8;350.3;75360830
211203;000000;351.5;353.13;343.21;345.99;51627900
211206;000000;347.27;349.36;333.35;338.94;70924550
211207;000000;339.25;346;333.43;344.96;75507480
211208;000000;346;348.47;336.53;340.5;78321390
211209;000000;341.45;344.2;335.72;336.6;61406510
211210;000000;337.02;338.31;329.98;332;44642520
211213;000000;333.09;334.88;305.76;307.26;140577980
211214;000000;306.99;320;289.78;319.35;168672960
211215;000000;319.65;325.83;316.5;324.09;79742820
211216;000000;326.18;332.3;325.38;328.39;95469330
211217;000000;327.98;329.7;323.03;327.3;72099410
211220;000000;324;326;316.11;325.9;70795770
211221;000000;326.75;339.88;326.5;339.88;80061070
211222;000000;340.01;349.59;339.29;345.55;96809420
211223;000000;346.1;348.32;337;339.81;72129000
211224;000000;339.3;340.98;334.55;338.79;39005950
211227;000000;339.68;343.97;339.33;343.97;29925890
211228;000000;344.04;346.6;342.55;343.23;34848840
211229;000000;343.3;344.48;337.13;340.33;43005060
211230;000000;340.75;344;337.4;342.39;40853240
220103;000000;345.01;353.88;344.3;353.73;40057980
220104;000000;353.99;358.1;348.35;352.55;52693510
220105;000000;351.9;353.5;331.55;335;80969440
220106;000000;335.8;347.67;330.11;346.13;74572470
220110;000000;348.33;351;340.51;344;51047490
220111;000000;344.68;347;341.27;343.74;41961140
220112;000000;344.11;348.64;339.57;347.43;53443260
220113;000000;347.11;347.5;333.49;337.6;118257640
220114;000000;338.59;340.96;321.51;335.76;120546960
220117;000000;335.91;338.95;319.17;327.81;96925780
220118;000000;329.15;329.3;296.7;301.11;220096130
220119;000000;300;320.42;282.72;318.36;220036310
220120;000000;318.36;326.69;310.07;310.42;130261430
220121;000000;309.49;321.99;303.5;311.6;119002830
220124;000000;310.78;314;280.6;294.59;236346280
220125;000000;293.9;305;289.62;302.96;143155040
220126;000000;302.9;307.7;293.7;299.6;125060870
220127;000000;296.85;330;294;325.25;216008170
220128;000000;325.51;334.9;322.05;329.58;116166660
220131;000000;330.92;336.41;330.52;334.8;69903820
220201;000000;334.94;336.63;325.3;330.95;67998200
220202;000000;332.39;333.7;325.7;331.7;54751740
220203;000000;329.99;331;322.3;323.75;57592210
220204;000000;325.5;334.5;320.88;324.6;88647300
220207;000000;324.53;327.44;316.64;321.25;56290530
220208;000000;321.45;331.87;319;331.7;77965300
220209;000000;332.3;336;330.18;335.08;63254680
220210;000000;335.41;335.47;328.1;328.93;61929870
220211;000000;328.95;328.95;316.2;318.1;100750430
220214;000000;314.1;324.9;303.25;321.85;121203060
220215;000000;322.5;335.5;322.44;333.6;96875770
220216;000000;335.86;339.98;331.62;336.5;77128130
220217;000000;336.36;336.36;322.04;323.51;102149710
220218;000000;325.6;329.32;306.7;309.48;125452970
220221;000000;309.47;318.9;241;257.3;413243360
220222;000000;253.95;284.07;246.7;283.51;324922990
220224;000000;255.02;255.02;126.53;210;413550130
220225;000000;208.01;244.94;191.6;228;211877250
220324;000000;251.41;278.9;232;258.51;78576580
220325;000000;263.99;269.33;225.6;227;67191030
220328;000000;225.25;229.45;213.03;218.6;24680170
220329;000000;220;226;206;208;40309120
220330;000000;211.02;219.41;210.52;216;38559960
220331;000000;218.98;249;217.1;242.48;83862320
220401;000000;245.9;258.7;242.48;251.4;50423650
220404;000000;254.04;259.99;237.31;252.9;40926330
220405;000000;254.01;256.39;231.45;243.5;39850580
220406;000000;238.73;247.8;234.41;239.7;20530890
220407;000000;240.04;246.8;239.13;245;22367990
220408;000000;246.79;246.79;240;241.07;14799110
220411;000000;241.9;242.78;234.16;234.55;15637750
220412;000000;234;236.63;223;236.3;26615790
220413;000000;237.99;239.64;232.13;234.87;12663510
220414;000000;234.9;235.5;221.1;222.11;21906730
220415;000000;221.99;226.65;215.74;224;19933030
220418;000000;224.29;226;216.6;216.99;15584460
220419;000000;216.9;222;207;220.72;30669110
220420;000000;221.43;229.84;215.63;218.92;33569140
220421;000000;220.03;221;210.29;210.29;24292390
220422;000000;210.5;215;207.01;208;28717940
220425;000000;209.95;209.95;201.12;206.35;18767820
220426;000000;207.97;229.74;206.54;225.85;46484770
220427;000000;226.04;237.5;221.61;237.15;48219530
220428;000000;239.4;249;235.5;237.53;68889640
220429;000000;238.58;245.43;238;240.4;43392920
220504;000000;241.01;244.39;233.12;234.16;20919150
220505;000000;235.58;239.4;235.08;238.6;14781210
220506;000000;238.5;242.92;235.1;240.1;17969460
220511;000000;239.77;243.35;237.58;241.99;16477840
220512;000000;241.88;241.89;227.22;230.56;24397760
220513;000000;232.12;237.2;229.02;235.52;17291690
220516;000000;234.99;246.95;233.11;244.2;28222680
220517;000000;246.02;260;245.3;258.8;59981560
220518;000000;261.02;269.42;261;264.84;51077950
220519;000000;268;269.78;262.65;266.68;24769920
220520;000000;268.46;268.9;260.41;263;27534560
220523;000000;265.44;273;263;263;30528440
220524;000000;262.99;267.29;250.4;265.8;52284340
220525;000000;268.4;271.66;263.8;271.4;37448790
220526;000000;273;298.31;245;295.89;146238060
220527;000000;300;305;293.53;294.5;53491660
220530;000000;298.64;302;296.28;300.8;30751410
220531;000000;301.87;302;293.51;293.75;19483010
220601;000000;293.51;299.5;290.25;297.69;22504010
220602;000000;297.7;299.33;294.9;296;16674500
220603;000000;296.1;297.24;291;297;18742740
220606;000000;298;299;295.12;296.5;14699600
220607;000000;297.37;298.69;294.52;297.99;15656500
220608;000000;298.8;309.6;298.16;308;40345320
220609;000000;309.97;310.52;303.2;306.5;26287360
220610;000000;306.48;310.98;305.06;309.2;20321460
220614;000000;308.98;322.77;307;317.69;47441270
220615;000000;318.99;322.99;314.11;316.2;33652300
220616;000000;316.55;318.25;314.5;316.99;23466240
220617;000000;317.58;317.7;313.5;315.5;13072610
220620;000000;316.07;318;311;311.98;21010920
220621;000000;312.31;312.86;300.77;301.58;50618050
220622;000000;300.1;301.91;294.36;295.8;48668440
220623;000000;295.81;304.6;291.1;303.5;46696840
220624;000000;304.1;307.45;295.55;296;35835180
220627;000000;296;299.8;295.1;296.2;22091320
220628;000000;296.8;303.88;293.22;297.2;39920600
220629;000000;297.91;300.78;293.8;297.65;34110040
220630;000000;299.6;310.82;200;207;307937340
220701;000000;200.84;201.85;186.2;192.5;113621040
220704;000000;191.98;195.44;181.2;186.25;82829080
220705;000000;186.3;199.87;185.2;197.3;75951460
220706;000000;197.78;205.78;194.44;195.42;82287890
220707;000000;195.45;199.47;192.36;197.92;43640940
220708;000000;200.01;201.87;196.57;198;28708030
220711;000000;198.01;199.43;188.79;188.9;46480130
220712;000000;189.18;193;184;191.4;46422510
220713;000000;191.2;194;185.3;186;33168820
220714;000000;186.3;188.1;183.11;184.55;29072130
220715;000000;184.7;188.9;183.22;187.61;22991690
220718;000000;188.91;189.5;185.52;186.7;16920940
220719;000000;186.1;189.6;184.6;189.51;22570310
220720;000000;190.01;195.8;190;193.3;43995650
220721;000000;194.65;195.45;188;189.59;27751520
220722;000000;189.3;192.95;188.6;192.25;17804370
220725;000000;192.61;194.65;190.56;192;22091280
220726;000000;192;194.49;191.2;193.95;19947370
220727;000000;194.51;197.5;194.1;196.49;28307100
220728;000000;198.03;198.79;195;196.25;21848760
220729;000000;196.2;196.8;193.5;195.26;14108820
220801;000000;194.5;194.69;192;192;13034930
220802;000000;191.56;191.68;186.8;187.16;24267570
220803;000000;187.59;188.97;186.31;187.04;12005960
220804;000000;187.04;187.22;184.3;184.9;13313950
220805;000000;184.75;185.62;175.75;176.58;49069120
220808;000000;180;181.82;177.25;177.86;32498370
220809;000000;178.01;181.38;175.2;181.04;24395270
220810;000000;181.03;182.33;178.53;178.81;20411200
220811;000000;179.47;180.63;173.51;174.1;26740660
220812;000000;174.5;175.88;172.29;174.36;20387000
220815;000000;174.06;175.5;172.4;174.8;18459840
220816;000000;175.4;181.61;174.7;181.3;33028840
220817;000000;181.9;182.49;176.4;176.5;24163520
220818;000000;176.4;179.37;175.5;178.87;16013520
220819;000000;178.78;178.9;176.6;177.6;9186770
220822;000000;177.4;182.2;176.88;181.7;22743510
220823;000000;182.28;185.8;182.1;184.3;26881370
220824;000000;184.69;186.66;182.19;182.83;17546040
220825;000000;183.01;184.6;180.8;181.9;14878330
220826;000000;181.8;184.2;180.5;183.62;12987730
220829;000000;183.14;190;182.65;190;30524050
220830;000000;190.45;204.2;190.45;204;112456600
220831;000000;241.82;275.96;241.82;254.9;239153230
220901;000000;258;259.85;247.62;249.11;83245830
220902;000000;249.67;253.95;246.22;252.8;37717530
220905;000000;251;252.11;248.55;250;30105590
220906;000000;249.99;250.2;241;246;51474990
220907;000000;245.8;245.8;241.55;241.55;31427210
220908;000000;241.55;245.3;237.84;243.95;39048150
220909;000000;244.41;247.2;242.16;245.34;27159830
220912;000000;243.98;247;241.06;243.3;31161380
220913;000000;243.9;245.29;241.8;242.64;21615440
220914;000000;242.29;243.39;240;243.32;19813560
220915;000000;243.33;244.3;241.91;243.68;22149890
220916;000000;243.67;248.2;241.83;243.8;37338570
220919;000000;243.2;245.91;242.71;244.21;21276160
220920;000000;242.35;243.45;200.01;221.15;212899230
220921;000000;196.49;218.78;192;214.07;98217480
220922;000000;215.18;237.77;215.18;231.45;126395250
220923;000000;233.4;234.5;222.22;224.84;62751550
220926;000000;219.87;221.9;200.62;206;103489990
220927;000000;211.2;217.36;207.12;217.3;81170240
220928;000000;216.97;223.7;208.66;217.38;83279880
220929;000000;219.5;226.8;210.51;226.46;70015930
220930;000000;231.68;238.72;189.42;217.7;245511710
221003;000000;219;220.55;213.63;215.83;50567310
221004;000000;216.49;216.7;208.8;210.72;49717960
221005;000000;211.46;211.49;202.85;209.05;53159360
221006;000000;210.02;216.88;209.06;212.86;51618400
221007;000000;212.84;212.84;195.01;195.15;101491840
221010;000000;164.98;166;137.1;163.89;116857160
221011;000000;163.9;165.2;159.62;162.89;33206270
221012;000000;163.5;164;160.31;161.8;18161310
221013;000000;161.67;162.45;159.48;160.84;19824510
221014;000000;161.02;161.16;158.64;159.6;15371250
221017;000000;159.95;163.8;159.6;163.24;26789710
221018;000000;163.96;164.64;159.1;160.2;20696090
221019;000000;159.31;161.5;157.4;161.29;23579940
221020;000000;161.69;162.48;160.15;160.75;14349680
221021;000000;159.99;169.96;159.03;166.99;35497600
221024;000000;167.9;168.88;164.82;165.47;25842880
221025;000000;166;174.69;164.22;172.38;47557000
221026;000000;173.31;173.42;168.7;171.98;34526830
221027;000000;172.5;173.98;171.3;172.47;23281230
221028;000000;171.99;172.35;169.41;170.73;29704580
221031;000000;170.74;171.5;169.21;170.27;15987960
221101;000000;170.89;171.29;169.75;169.92;16772810
221102;000000;169.99;170.45;167.1;167.72;18450560
221103;000000;167.1;169.65;166.68;169.14;18086420
221107;000000;171.02;171.59;169.52;169.85;21765300
221108;000000;170.05;172;169.17;169.97;25244620
221109;000000;169.84;170.32;166.15;167.1;19082490
221110;000000;167.5;170.18;167.18;168.9;23909580
221111;000000;169.29;170.6;167.51;169.86;16579520
221114;000000;170.83;171.92;166.51;169.6;30006030
221115;000000;171.1;171.3;161.79;166.25;32944690
221116;000000;166.75;169.15;166.62;168.76;14010380
221117;000000;168.81;169.8;168.01;168.99;10907230
221118;000000;169.2;169.25;167.51;168.79;10088970
221121;000000;168.6;168.67;167;168.13;10275320
221122;000000;167.89;168.5;167.45;168.08;9940350
221123;000000;168.25;170.6;167.5;169.15;18356940
221124;000000;169.41;170.87;168.6;168.96;10795920
221125;000000;169.2;169.53;168.1;169.03;10156450
221128;000000;167.95;168.67;167.52;168.1;9481790
221129;000000;168.57;169;167.92;168.1;9784640
221130;000000;167.98;168.19;167.6;167.7;11821140
221201;000000;168;168.76;166.31;166.98;11949730
221202;000000;167;167.19;164.18;165.86;20370600
221205;000000;165.58;167.2;164.58;165.03;12255370
221206;000000;165.03;165.68;163.12;164.3;13466500
221207;000000;164.28;164.33;162.7;163.7;11210710
221208;000000;163.67;163.99;162.71;163;8836290
221209;000000;163;163.48;162.4;162.75;8304900
221212;000000;163.24;163.81;161.85;162.89;13133750
221213;000000;162.98;163.44;162;162.4;8460120
221214;000000;162.21;162.49;160.25;160.74;13878450
221215;000000;160.75;161.25;157.72;160.31;22006180
221216;000000;160.3;162.48;159.95;160.24;13711020
221219;000000;159.91;160.12;157;157.61;19274460
221220;000000;157.48;159.45;157.38;158.94;15640340
221221;000000;159.44;160;156.5;157.59;16484550
221222;000000;157.7;159;157.12;157.95;10548120
221223;000000;157.96;162.5;157.22;160.89;23289210
221226;000000;161.74;163.1;160.8;162.12;15107620
221227;000000;162.42;164.98;161.98;164.07;20324380
221228;000000;164.22;164.79;161.81;161.82;13592880
221229;000000;161.8;163.38;161.74;162.91;9204120
221230;000000;162.91;164;161.8;162.56;11637250
230103;000000;163.02;164.36;162.33;163.52;6366490
230104;000000;163.46;163.46;162.06;162.51;6656380
230105;000000;162.51;162.85;160.71;161.2;7599140
230106;000000;161.2;162.59;161.1;162.1;5240800
230109;000000;162.98;163.49;161.88;162.71;9706960
230110;000000;162.72;162.98;161.44;162.1;7342060
230111;000000;162.09;167.19;161.7;165.83;25239300
230112;000000;165.71;165.79;163.75;164.17;11337740
230113;000000;164.3;165.73;163.5;164.56;12244240
230116;000000;165.1;166.8;164.9;165.8;14664800
230117;000000;165.82;165.92;162;162.33;18054520
230118;000000;162.53;163.96;160.81;162.18;14445400
230119;000000;161.98;162.49;160.01;160.53;15603390
230120;000000;160.6;161.45;158.55;158.85;16500690
230123;000000;158.9;160.49;158.2;160.06;15042680
230124;000000;160.22;160.83;157.44;157.88;16613760
230125;000000;157.9;159.13;156.71;158.99;15559500
230126;000000;159.14;159.43;157.13;157.58;12370220
230127;000000;157.59;159.33;156.91;159.08;12287180
230130;000000;159.09;159.67;157.7;158.41;10696630
230131;000000;158.41;160;158;158.1;15118140
230201;000000;158.34;158.66;157.54;158.12;14197160
230202;000000;158.35;158.59;157.31;158.1;11959060
230203;000000;158.05;163.96;156.76;160.87;69499700
230206;000000;160.7;161.76;158.91;160.14;28018270
230207;000000;160.47;161.35;159.51;159.87;13928790
230208;000000;160.07;160.42;157.82;158.18;16663910
230209;000000;158.5;160.44;157.6;159.19;27640740
230210;000000;159.05;159.46;158.32;158.68;9833880
230213;000000;159.45;159.47;158;158.01;11302230
230214;000000;157.98;158.1;155.13;156.52;18579460
230215;000000;156.06;156.07;150.6;153.09;27517910
230216;000000;154.04;154.5;151.62;153.56;17282360
230217;000000;153.39;155.08;152.83;153.62;13247310
230220;000000;153.63;154.3;151.62;153.24;15286620
230221;000000;153.62;156.43;153.62;154.97;21377910
230222;000000;154.85;156.4;153.5;155.31;11636880
230224;000000;155.52;156.98;153.72;154.22;9964650
230227;000000;153.9;157.3;153.5;156.34;17065610
230228;000000;156.41;158.09;155.56;157.66;18405580
230301;000000;158;164.56;157.99;164.5;67692980
230302;000000;164.15;164.34;159.5;160.9;53089640
230303;000000;161.2;163.3;160.9;162.27;21275460
230306;000000;163.2;164.3;162.52;163.35;19403570
230307;000000;163.75;163.85;162;162.57;13838340
230309;000000;162.22;163.18;161.12;161.21;13924340
230310;000000;160.5;161.29;159.51;160.04;17122900
230313;000000;160.35;161.62;158.3;159.03;20191630
230314;000000;158.89;161.4;158.55;161;17487600
230315;000000;161.5;162.48;158.05;159.68;24880090
230316;000000;159.81;160.83;158.5;159.71;20909390
230317;000000;160.19;164.41;159.85;163.29;41646910
230320;000000;164.34;176.86;164.14;175.7;127825560
230321;000000;176;177.25;168.66;170.55;107145180
230322;000000;170;171.38;167.7;168.72;38726040
230323;000000;168.72;169.71;167.82;168.84;18693600
230324;000000;169.12;169.49;168.01;169.03;14753150
230327;000000;170.16;173.25;169.74;172.33;35848790
230328;000000;172.9;172.92;169.1;171.07;27017460
230329;000000;171.57;172.5;169.41;170.95;22407700
230330;000000;170.76;171.8;170.02;171.71;14686140
230331;000000;172;172.71;168.14;169.83;31308340
230403;000000;170.98;171.5;169;170.38;22589900
230404;000000;170.99;176;170.14;172.55;73142470
230405;000000;172.55;174.48;170.58;173.86;32845910
230406;000000;174.02;175;171.3;171.6;30208000
230407;000000;171.51;173.18;171.29;173.09;17663050
230410;000000;173.58;175.2;173.23;174.54;23255110
230411;000000;175.45;182.5;175.2;177.18;118049930
230412;000000;178.3;179.78;175.55;178.75;37304200
230413;000000;179.1;180.59;176.8;178.73;30746270
230414;000000;179.01;180.1;177.1;179.5;20334900
230417;000000;180.78;182.15;180.08;181.99;28588810
230418;000000;182.31;184.97;182;184.39;41445490
230419;000000;184.3;185.32;180.3;182.01;47887740
230420;000000;182.04;182.72;178.64;181.74;38589720
230421;000000;181.99;183.49;181.21;181.72;20901740
230424;000000;181.4;183.88;170.63;181.56;44127930
230425;000000;181.5;182.11;178;178.93;29237670
230426;000000;179.05;179.84;178.03;178.38;16580980
230427;000000;178.23;184.87;177.62;183.95;49246900
230428;000000;184.39;185;179.64;181.13;38771730
230502;000000;181.01;181.86;175.8;177.97;33059500
230503;000000;177.75;177.79;172.15;172.87;37646830
230504;000000;173.29;174.24;172.01;173.66;20437970
230505;000000;173.66;175.48;171.16;172.09;22672500
230508;000000;172.61;172.91;170.65;170.84;11426650
230510;000000;171.29;176.74;171.12;175.53;50901940
230511;000000;176.16;178.11;171.61;174.13;50308880
230512;000000;174.29;175;172.61;173.95;23410060
230515;000000;174.68;179.83;173.2;179.04;56084500
230516;000000;179.9;181.8;176.73;177.05;50902520
230517;000000;176.9;178.38;174.72;176.3;36872580
230518;000000;176.45;177.62;174.6;175.26;33995920
230519;000000;174.94;175.09;172.86;174.43;31770840
230522;000000;175.23;175.5;170.85;172.47;43798910
230523;000000;172.8;179.6;165.1;166.59;180700580
230524;000000;165.52;166.3;161.84;162.96;65676280
230525;000000;162.99;163;160.47;162.3;39317560
230526;000000;162.01;165.4;161.69;164.48;37620060
230529;000000;165.9;167.05;162.45;163.6;33787460
230530;000000;162.15;165.4;161.5;161.9;40493030
230531;000000;161.51;163.3;160.9;162.94;22953300
230601;000000;162.88;163.47;161.5;161.55;18685930
230602;000000;161.42;163.4;161.1;162.58;16747210
230605;000000;162.58;164.6;161.6;162.47;29540180
230606;000000;162.19;163.85;161.69;163.16;18258170
230607;000000;163.24;165.87;162.67;164.65;32410480
230608;000000;164.69;166.6;164.14;166.18;21594140
230609;000000;166.48;167.81;164.94;165.58;20692240
230613;000000;165.65;168.54;165.65;168.43;23177410
230614;000000;168.64;169.38;167.01;167.88;18693460
230615;000000;168.04;172;166.66;171.86;45098230
230616;000000;171.85;172.46;169.22;169.87;25264320
230619;000000;170.26;171.5;168.3;170.19;23426210
230620;000000;170.06;170.97;168.42;169.64;18378730
230621;000000;170.17;171.78;169.16;170.2;19171590
230622;000000;170.06;170.55;167.73;168.41;17226270
230623;000000;168.19;168.94;165.21;165.8;31186940
230626;000000;167.54;168.6;165;166.91;27621220
230627;000000;167.44;167.45;166;166.45;13916850
230628;000000;166.7;168.64;166.05;168.05;16785860
230629;000000;168.08;169.89;167.5;167.88;18349390
230630;000000;167.2;167.7;166.3;166.86;15553610
230703;000000;167.28;167.8;166.7;166.82;10659530
230704;000000;166.89;167;165.26;165.5;14883150
230705;000000;166.03;166.65;165.02;165.71;14556240
230706;000000;166.01;167.28;165.91;166.36;15350100
230707;000000;166.5;166.81;165.8;166.34;10239310
230710;000000;167.6;168.75;166.93;167.59;19389130
230711;000000;167.69;169;167.12;168.85;16259520
230712;000000;168.99;170.79;168.93;170.3;24532220
230713;000000;170.54;170.93;168.12;168.96;19885990
